Magnificacao;Municao;Label;Circ;Round;df;AR;Mun;Nova classificacao;Classificacao numerica;Classificacao morfometrica
3000;5.56;GSR5.56mm2-10MD835-1-attrFilt;0,274;0,898;26,895;1,114;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
3000;5.56;GSR5.56mm2-10ME27-1-attrFilt;0,248;0,278;26,64;3,596;2;Sub arredondada e muito baixa circularidade;12;Irregular
3000;5.56;GSR5.56mm2-10ME346-1-attrFilt;0,328;0,761;33,638;1,314;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
3000;5.56;GSR5.56mm2-10ME641-1-attrFilt;0,38;0,702;24,029;1,424;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
3000;5.56;GSR5.56mm2-10ME1319-1-attrFilt;0,228;0,595;34,663;1,681;2;Arredondada e muito baixa circularidade;8;Irregular
3000;5.56;GSR5.56mm2-10ME1336-1-attrFilt;0,369;0,773;20,294;1,293;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
3000;5.56;GSR5.56mm4-10MD13-1-attrFilt;0,636;0,969;26,489;1,032;2;Muito arredondado e Moderamente circular;2;Regular esferica
3000;5.56;GSR5.56mm4-10MD110-1-attrFilt;0,544;0,719;40,216;1,392;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
3000;5.56;GSR5.56mm5-1MD790-1-attrFilt;0,378;0,634;24,162;1,577;2;Arredondada e muito baixa circularidade;8;Regular nao esferica
3000;5.56;GSR5.56mm5-10MD228-1-attrFilt;0,106;0,567;34,807;1,764;2;Arredondada e muito baixa circularidade;8;Irregular
3000;5.56;GSR5.56mm5-10MD377-1-attrFilt;0,392;0,849;34,2;1,178;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
3000;5.56;GSR5.56mm5-10ME48-1-attrFilt;0,46;0,834;38,372;1,199;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
3000;5.56;GSR5.56mm5-10ME100-1-attrFilt;0,249;0,53;24,926;1,887;2;Arredondada e muito baixa circularidade;8;Irregular
3000;7.62;GSR7.621-10MD2636-1-attrFilt;0,358;0,282;25,557;3,546;3;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
3000;7.62;GSR7.624-10ME2614-1-attrFilt;0,315;0,637;40,195;1,569;3;Arredondada e muito baixa circularidade;8;Irregular arredondada
3000;7.62;GSR7.625-10ME121-1-attrFilt;0,138;0,671;43,618;1,491;3;Arredondada e muito baixa circularidade;8;Irregular arredondada
3000;7.62;GSR7.625-10ME187-1-attrFilt;0,186;0,555;37,039;1,802;3;Arredondada e muito baixa circularidade;8;Irregular
3000;7.62;GSR7.625-10ME835-1-attrFilt;0,134;0,708;22,759;1,413;3;Muito arredondada  e muito baixa circularidade;4;Irregular arredondada
3000;7.62;GSR7.624.1MD726-1-attrFilt;0,518;0,68;31,357;1,472;3;Arredondada e baixa circularidade;7;Regular Semi-esferica
3000;7.62;GSR7-62-4-10MD196-1-attrFilt;0,323;0,695;41,148;1,439;3;Arredondada e muito baixa circularidade;8;Irregular arredondada
3000;7.62;GSR7-62-4-10MD359-1-attrFilt;0,552;0,783;32,187;1,277;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
3000;9;GSR9mm2-1MD344-1-attrFilt;0,524;0,811;48,441;1,233;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
3000;9;GSR9mm-2-1ME822-1-attrFilt;0,43;0,531;43,869;1,885;4;Arredondada e muito baixa circularidade;8;Irregular
3000;0.40;GSR0.405-1MD30-1-attrFilt;0,095;0,589;44,102;1,698;1;Arredondada e muito baixa circularidade;8;Irregular
3000;5.56;GSR5.561-10ME92-1-attrFilt;0,477;0,551;38,133;1,814;2;Arredondada e baixa circularidade;7;Regular nao esferica
3000;5.56;GSR5.561-10ME334-1-attrFilt;0,595;0,867;38,849;1,153;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
3000;5.56;GSR5.561-10ME477-1-attrFilt;0,537;0,539;37,353;1,854;2;Arredondada e baixa circularidade;7;Regular Semi-esferica
3000;9;GSR9mm5-1MD64-1-attrFilt;0,61;0,654;31,665;1,530;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
3000;9;GSR9mm4-10ME-48-1-attrFilt;0,49;0,984;34,309;1,016;4;Muito arredondada e baixa circularidade;3;Regular Semi-esferica
3000;0.40;GSRMAOSUJAA10.403276-1-attrFilt;0,645;0,742;32,489;1,348;1;Muito arredondado e Moderamente circular;2;Regular nao esferica
3000;0.40;GSRMAOSUJAA20.405108-1-attrFilt;0,448;0,558;28,115;1,792;1;Arredondada e baixa circularidade;7;IrRegular nao esferica
3000;0.40;GSRMAOSUJAA30.401371-1-attrFilt;0,665;0,927;25,886;1,079;1;Muito arredondado e Moderamente circular;2;Regular esferica
3000;0.40;GSRMAOSUJAA30.401577-1-attrFilt;0,589;0,925;23,834;1,081;1;Muito arredondada e baixa circularidade;3;Regular Semi-esferica
3000;0.40;GSRMAOSUJAA30.401912-1-attrFilt;0,614;0,663;24,943;1,508;1;Arredondada e Moderadamente circular;6;Regular Semi-esferica
3000;0.40;GSRMAOSUJAA30.401943-1-attrFilt;0,286;0,717;34,439;1,394;1;Muito arredondada  e muito baixa circularidade;4;Irregular arredondada
3000;0.40;.401-10part3PbBaSb_014-1-attrFilt;0,542;0,826;17,256;1,211;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
3000;5.56;A2MS5.56part5PbBaSb_015-1-attrFilt;0,02;0,944;23,051;1,059;2;Muito arredondada  e muito baixa circularidade;4;Irregular arredondada
3000;5.56;A2MS5.56part28PbBaSb_092-1-attrFilt;0,394;0,762;22,602;1,312;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
3000;5.56;Arma3MS5.5602art1PbBaSb_002-1-attrFilt;0,679;0,752;20,275;1,330;2;Muito arredondado e Moderamente circular;2;Regular nao esferica
3000;5.56;Arma3MS5.5602part7PbBaSb_016-1-attrFilt;0,733;0,934;17,312;1,070;2;Muito arredondada e muito circular;1;Regular esferica
3500;5.56;GSR5.561-10ME1490-1-attrFilt;0,291;0,387;41,574;2,584;2;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
3500;5.56;GSR5.561-10ME482-1-attrFilt;0,41;0,897;29,403;1,115;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
4000;0.40;GSR0.402-1MD145-1-attrFilt;0,209;0,635;25,076;1,575;1;Arredondada e muito baixa circularidade;8;Irregular arredondada
4000;0.40;GSR0.403-10-ME424-1-attrFilt;0,215;0,862;23,644;1,160;1;Muito arredondada  e muito baixa circularidade;4;Irregular arredondada
4000;5.56;GSR5.561-10ME493-1-attrFilt;0,561;0,736;27,808;1,359;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
4000;5.56;GSR5.561-10ME4228-1-attrFilt;0,306;0,733;28,634;1,365;2;Muito arredondada  e muito baixa circularidade;4;Irregular arredondada
4000;5.56;GSR5.564-1ME92-1-attrFilt;0,476;0,816;32,673;1,226;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
4000;5.56;GSR5.56mm2-10ME1586-1-attrFilt;0,261;0,995;23,463;1,005;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
4000;7.62;GSR7.624-10ME828-1-attrFilt;0,207;0,677;30,539;1,477;3;Arredondada e muito baixa circularidade;8;Irregular arredondada
4000;7.62;GSR7.625-10ME222-1-attrFilt;0,248;0,818;28,356;1,222;3;Muito arredondada  e muito baixa circularidade;4;Irregular arredondada
4000;5.56;GSR5.561-10ME85-1-attrFilt;0,326;0,855;30,817;1,170;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
4000;5.56;GSR5.561-10ME465-1-attrFilt;0,376;0,546;36,831;1,832;2;Arredondada e muito baixa circularidade;8;Irregular
4000;5.56;GSR5.561-10ME778-1-attrFilt;0,615;0,949;25,837;1,053;2;Muito arredondado e Moderamente circular;2;Regular nao esferica
4000;5.56;GSR5.561-10ME816-1-attrFilt;0,376;0,838;29,536;1,194;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
4000;5.56;GSR5.561-10ME1031-1-attrFilt;0,403;0,811;28,309;1,234;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
4000;5.56;1arma5.56limpa02part2PbBaSb_006-1-attrFilt;0,71;0,784;13,461;1,276;2;Muito arredondada e muito circular;1;Regular esferica
4000;5.56;A1ML5.56part3PbBaSb_009-1-attrFilt;0,342;0,89;31,2;1,124;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
4000;5.56;A1MS5.56part10PbBaSb_042-1-attrFilt;0,46;0,823;19,931;1,214;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
4000;5.56;A2MS5.56part6PbBaSb_018-1-attrFilt;0,272;0,585;22,85;1,710;2;Arredondada e muito baixa circularidade;8;Irregular
4000;5.56;A2MS5.56part22PbBaSb_076-1-attrFilt;0,348;0,667;20,578;1,499;2;Arredondada e muito baixa circularidade;8;Regular nao esferica
5000;0.40;GSR0.403-1MD71-1-attrFilt;0,45;0,756;25,567;1,323;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;0.40;GSR0.401-10-ME55-1-attrFilt;0,459;0,811;16,923;1,234;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;0.40;GSR0.401-10-ME546-1-attrFilt;0,312;0,436;10,775;2,295;1;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
5000;0.40;GSR0.403-1ME143-1-attrFilt;0,302;0,73;14,168;1,370;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
5000;0.40;GSR0.405-10ME39-1-attrFilt;0,373;0,647;15,095;1,546;1;Arredondada e muito baixa circularidade;8;Regular nao esferica
5000;0.40;GSR0.405-10ME466-1-attrFilt;0,253;0,648;17,881;1,543;1;Arredondada e muito baixa circularidade;8;Irregular arredondada
5000;5.56;GSR5.561-1MD975-1-attrFilt;0,178;0,824;25,319;1,214;2;Muito arredondada  e muito baixa circularidade;4;Irregular arredondada
5000;5.56;GSR5.561-10ME230-1-attrFilt;0,396;0,645;13,843;1,550;2;Arredondada e muito baixa circularidade;8;Regular nao esferica
5000;5.56;GSR5.561-10ME235-1-attrFilt;0,396;0,508;17,038;1,968;2;Arredondada e muito baixa circularidade;8;Irregular
5000;5.56;GSR5.561-10ME581-1-attrFilt;0,333;0,513;25,656;1,949;2;Arredondada e muito baixa circularidade;8;Irregular
5000;5.56;GSR5.561-10ME996-1-attrFilt;0,419;0,89;20,29;1,123;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
5000;5.56;GSR5.561-10ME1048-1-attrFilt;0,44;0,658;19,481;1,520;2;Arredondada e muito baixa circularidade;8;Regular nao esferica
5000;5.56;GSR5.561-10ME100-1-attrFilt;0,461;0,989;14,393;1,011;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;5.56;GSR5.564-1ME65-1-attrFilt;0,387;0,794;18,666;1,259;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
5000;5.56;GSR5.564-1ME1111-1-attrFilt;0,465;0,585;28,724;1,711;2;Arredondada e baixa circularidade;7;IrRegular nao esferica
5000;5.56;GSR5.561-10-ME100-1-attrFilt;0,421;0,458;17,293;2,184;2;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
5000;5.56;GSR5.561-10-ME108-1-attrFilt;0,507;0,613;10,558;1,631;2;Arredondada e baixa circularidade;7;Regular Semi-esferica
5000;5.56;GSR5.561-10-ME279-1-attrFilt;0,472;0,746;12,62;1,340;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;5.56;GSR5.561-10-ME336-1-attrFilt;0,529;0,917;9,18;1,090;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;5.56;GSR5.561-10-ME389-1-attrFilt;0,524;0,624;19,159;1,602;2;Arredondada e baixa circularidade;7;Regular Semi-esferica
5000;5.56;GSR5.561-10-ME415-1-attrFilt;0,553;0,834;13,29;1,200;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;5.56;GSR5.561-10-ME465-1-attrFilt;0,378;0,622;30,01;1,607;2;Arredondada e muito baixa circularidade;8;Irregular
5000;5.56;GSR5.563-1MD1-1-attrFilt;0,593;0,871;13,714;1,149;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;5.56;GSR5.563-10-ME684-1-attrFilt;0,365;0,608;19,17;1,645;2;Arredondada e muito baixa circularidade;8;Regular nao esferica
5000;5.56;GSR5.565-1ME215-1-attrFilt;0,428;0,796;19,251;1,256;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
5000;5.56;GSR5.56mm1-10MD14-1-attrFilt;0,391;0,902;14,4;1,109;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
5000;5.56;GSR5.56mm1-10MD28-1-attrFilt;0,311;0,98;11,897;1,020;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
5000;5.56;GSR5.56mm1-10MD42-1-attrFilt;0,524;0,751;19,761;1,332;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;5.56;GSR5.56mm1-10MD1475-1-attrFilt;0,519;0,575;13,222;1,739;2;Arredondada e baixa circularidade;7;Regular Semi-esferica
5000;5.56;GSR5.56mm1-10MD1491-1-attrFilt;0,318;0,558;25,282;1,794;2;Arredondada e muito baixa circularidade;8;Irregular
5000;5.56;GSR5.56mm1-10MD1505-1-attrFilt;0,514;0,952;14,081;1,051;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;5.56;GSR5.56mm1-10MD1535-1-attrFilt;0,498;0,673;14,882;1,485;2;Arredondada e baixa circularidade;7;Regular nao esferica
5000;5.56;GSR5.56mm1-10MD1651-1-attrFilt;0,636;0,655;11,68;1,526;2;Arredondada e Moderadamente circular;6;Regular Semi-esferica
5000;5.56;GSR5.56mm1-10MD1737-1-attrFilt;0,456;0,835;13,593;1,198;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;5.56;GSR5.56mm1-10MD1755-1-attrFilt;0,292;0,725;18,4;1,379;2;Muito arredondada  e muito baixa circularidade;4;Irregular arredondada
5000;5.56;GSR5.56mm1-10MD1766-1-attrFilt;0,463;0,96;16,025;1,041;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;5.56;GSR5.56mm1-10MD1946-1-attrFilt;0,541;0,833;17,55;1,201;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;5.56;GSR5.56mm1-10MD2-1-attrFilt;0,267;0,586;22,521;1,707;2;Arredondada e muito baixa circularidade;8;Irregular
5000;5.56;GSR5.56mm1-10MD18-1-attrFilt;0,667;0,933;17,292;1,072;2;Muito arredondado e Moderamente circular;2;Regular esferica
5000;5.56;GSR5.56mm1-10MD737-1-attrFilt;0,147;0,618;30,154;1,618;2;Arredondada e muito baixa circularidade;8;Irregular
5000;5.56;GSR5.56mm1-10MD1150-1-attrFilt;0,557;0,768;12,158;1,301;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;5.56;GSR5.56mm1-10MD1586-1-attrFilt;0,49;0,643;19,236;1,555;2;Arredondada e baixa circularidade;7;Regular nao esferica
5000;5.56;GSR5.56mm1-10MD1757-1-attrFilt;0,462;0,784;25,247;1,275;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;5.56;GSR5.56mm1-10MD1810-1-attrFilt;0,193;0,842;20,539;1,187;2;Muito arredondada  e muito baixa circularidade;4;Irregular arredondada
5000;5.56;GSR5.56mm2-10MD26-1-attrFilt;0,423;0,622;14,265;1,607;2;Arredondada e muito baixa circularidade;8;Regular nao esferica
5000;5.56;GSR5.56mm2-10ME19-1-attrFilt;0,255;0,594;17,26;1,685;2;Arredondada e muito baixa circularidade;8;Irregular
5000;5.56;GSR5.56mm2-10ME655-1-attrFilt;0,195;0,568;19,391;1,759;2;Arredondada e muito baixa circularidade;8;Irregular
5000;5.56;GSR5.56mm2-10ME2317-1-attrFilt;0,213;0,713;20,557;1,403;2;Muito arredondada  e muito baixa circularidade;4;Irregular arredondada
5000;5.56;GSR5.56mm3-10MD51-1-attrFilt;0,134;0,453;22,212;2,208;2;Sub arredondada e muito baixa circularidade;12;Irregular
5000;5.56;GSR5.56mm3-10MD309-1-attrFilt;0,49;0,687;16,454;1,455;2;Arredondada e baixa circularidade;7;Regular nao esferica
5000;5.56;GSR5.56mm4-10MD109-1-attrFilt;0,33;0,593;21,486;1,685;2;Arredondada e muito baixa circularidade;8;Irregular
5000;5.56;GSR5.56mm4-10MD141-1-attrFilt;0,365;0,915;15,663;1,093;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
5000;5.56;GSR5.56mm4-10MD294-1-attrFilt;0,421;0,469;17,101;2,134;2;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
5000;7.62;GSR7.623-1MD474-1-attrFilt;0,45;0,645;22,216;1,550;3;Arredondada e baixa circularidade;7;Regular nao esferica
5000;7.62;GSR7.624-10ME44-1-attrFilt;0,502;0,604;13,023;1,655;3;Arredondada e baixa circularidade;7;Regular Semi-esferica
5000;7.62;GSR7.624-10ME389-1-attrFilt;0,405;0,443;13,974;2,258;3;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
5000;7.62;GSR7.624-10ME1788-1-attrFilt;0,26;0,855;34,26;1,169;3;Muito arredondada  e muito baixa circularidade;4;Irregular arredondada
5000;7.62;GSR7.624-10ME3660-1-attrFilt;0,125;0,665;26,804;1,505;3;Arredondada e muito baixa circularidade;8;Irregular arredondada
5000;7.62;GSR7.625-10ME1434_001-1-attrFilt;0,464;0,9;14,049;1,111;3;Muito arredondada e baixa circularidade;3;Regular Semi-esferica
5000;7.62;GSR7.623-1TORAX71-1-attrFilt;0,67;0,61;14,38;1,65;3;Arredondada e Moderadamente circular;6;Regular Semi-esferica
5000;7.62;GSR7.623-10-MD684-1-attrFilt;0,365;0,608;19,17;1,645;3;Arredondada e muito baixa circularidade;8;Irregular
5000;7.62;GSR7.624-1ME21-1-attrFilt;0,385;0,705;24,32;1,419;3;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
5000;7.62;GSR7.625-1TORAX167-1-attrFilt;0,42;0,58;11,92;1,73;3;Arredondada e muito baixa circularidade;8;Irregular
5000;7.62;GSR7.625-1TORAX795-1-attrFilt;0,46;0,94;18,45;1,07;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;7.62;GSR7.625-10TORAX686-1-attrFilt;0,32;0,92;15,28;1,09;3;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
5000;9;GSR9mm2-10ME210-1-attrFilt;0,552;0,895;16,677;1,117;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;9;GSR9mm3-1ME631-1-attrFilt;0,509;0,834;16,187;1,198;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;9;GSR9mm-2-1ME96-1-attrFilt;0,664;0,528;18,679;1,893;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
5000;9;GSR9mm5-1ME580-1-attrFilt;0,531;0,807;16,578;1,239;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;7.62;GSRGSR7.62510MD106-1-attrFilt;0,441;0,763;18,931;1,311;3;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
5000;7.62;GSRGSR7.62510MD132-1-attrFilt;0,614;0,823;13,594;1,216;3;Muito arredondado e Moderamente circular;2;Regular nao esferica
5000;7.62;GSRGSR7.625.1MD280-1-attrFilt;0,273;0,663;21,484;1,509;3;Arredondada e muito baixa circularidade;8;Irregular arredondada
5000;7.62;GSRGSR7.625.1MD2395-1-attrFilt;0,429;0,821;17,188;1,218;3;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
5000;7.62;GSRGSR7.625.1MD2617-1-attrFilt;0,538;0,821;11,988;1,218;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;7.62;GSRGSR7.625.1MD1355-1-attrFilt;0,531;0,907;13,814;1,102;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;7.62;GSR.7.62-2-1Torax73-1-attrFilt;0,59;0,48;14,56;2,10;3;Sub arredondada e baixa circularidade;9;Regular nao esferica
5000;0.40;GSR0.404-1MD27-1-attrFilt;0,629;0,71;15,478;1,409;1;Muito arredondado e Moderamente circular;2;Regular nao esferica
5000;0.40;GSR0.404-10ME20-1-attrFilt;0,438;0,846;15,886;1,183;1;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
5000;0.40;GSR0.404-10ME207-1-attrFilt;0,27;0,392;15,985;2,551;1;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
5000;0.40;GSR0.404-10ME258-1-attrFilt;0,58;0,81;17,2;1,235;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;0.40;GSR0.405-10MD292-1-attrFilt;0,524;0,96;11,191;1,041;1;Muito arredondada e baixa circularidade;3;Regular nao esferica
5000;0.40;GSR0.405-10MD297-1-attrFilt;0,782;0,861;39,424;1,162;1;Muito arredondada e muito circular;1;Regular esferica
5000;5.56;GSR5.561-10ME139-1-attrFilt;0,442;0,471;23,009;2,124;2;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
5000;5.56;GSR5.561-10ME282-1-attrFilt;0,232;0,548;23,009;1,825;2;Arredondada e muito baixa circularidade;8;Irregular
5000;5.56;GSR5.561-10ME402-1-attrFilt;0,319;0,525;18,198;1,903;2;Arredondada e muito baixa circularidade;8;Irregular
5000;5.56;GSR5.561-10ME429-1-attrFilt;0,348;0,592;25,341;1,689;2;Arredondada e muito baixa circularidade;8;Irregular
5000;5.56;GSR5.561-10ME450-1-attrFilt;0,409;0,445;28,276;2,245;2;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
5000;5.56;GSR5.561-10ME544-1-attrFilt;0,473;0,545;27,785;1,834;2;Arredondada e baixa circularidade;7;Regular nao esferica
5000;9;GSR9mm5-10ME881-1-attrFilt;0,636;0,681;16,211;1,468;4;Arredondada e Moderadamente circular;6;Regular Semi-esferica
5000;9;GSR9mm5-10ME732-1-attrFilt;0,648;0,484;9,951;2,067;4;Sub arredondada e Moderadamente circular;10;Regular nao esferica
5000;9;GSR9mm5-1MD333-1-attrFilt;0,524;0,589;9,544;1,698;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
5000;9;GSR9mm5-10ME242-1-attrFilt;0,442;0,685;13,298;1,461;4;Arredondada e muito baixa circularidade;8;Regular nao esferica
5000;9;GSR9mm5-1MD330-1-attrFilt;0,925;0,844;18,889;1,184;4;Muito arredondada e muito circular;1;Regular esferica
5000;9;GSR9mm5-1MD103-1-attrFilt;0,501;0,632;18,328;1,583;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
5000;9;GSR9mm5-1MD298-1-attrFilt;0,637;0,754;11,141;1,325;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
5000;9;GSR9mm5-1MD281-1-attrFilt;0,497;0,537;13,972;1,863;4;Arredondada e baixa circularidade;7;Regular nao esferica
5000;9;GSR9mm5-1MD259-1-attrFilt;0,643;0,847;16,752;1,180;4;Muito arredondado e Moderamente circular;2;Regular Semi-esferica
5000;9;GSR9mm5-1MD34-1-attrFilt;0,612;0,894;9,616;1,119;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
5000;9;GSR9mm5-10ME231-1-attrFilt;0,506;0,648;18,002;1,544;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
